CompanyID,RefNbr,BranchID,EmployeeID,DepartmentID,LocationID,DocDate,ApproveDate,DocDesc,CuryID,CuryInfoID,Approved,Released,Status,CuryDocBal,DocBal,CuryTaxTotal,TaxTotal,TaxZoneID,VatTaxableTotal,CuryVatTaxableTotal,VatExemptTotal,CuryVatExemptTotal,CustomerID,CustomerLocationID,ApprovalStatus,ClaimDetailID,CuryID,ExpenseDate,InventoryID,UOM,CuryUnitCost,UnitCost,CuryExtCost,ExtCost,CuryEmployeePart,EmployeePart,CuryTranAmt,CuryTranAmtWithTaxes,CuryAmountWithTaxes,TranAmt,TranAmtWithTaxes,TranDesc,ClaimCuryTranAmt,ClaimTranAmt,ClaimCuryTranAmtWithTaxes,ClaimTranAmtWithTaxes,ClaimCuryTaxTotal,ClaimTaxTotal,CuryVatExemptTotal,VatExemptTotal,CuryVatTaxableTotal,VatTaxableTotal,ClaimCuryTaxRoundDiff,ClaimTaxRoundDiff,ClaimCuryVatExemptTotal,ClaimVatExemptTotal,ClaimCuryVatTaxableTotal,ClaimVatTaxableTotal,CuryTaxableAmt,TaxableAmt,CuryTaxableAmtFromTax,TaxableAmtFromTax,CuryTaxAmt,TaxAmt,CustomerID,CustomerLocationID,Billable,Billed,Approved,Released,ExpenseAccountID,ExpenseSubID,SalesAccountID,SalesSubID,APDocType,APRefNbr,SubmitedDate,TaxCategoryID,ContractID,TaskID,EmployeeID,Status,TaxZoneID,TaxCalcMode,CuryTaxTotal,TaxTotal,CreatedFromClaim,ReleasedDateTimeUTC,ExpectedStatus,SigmaApprovalStatus,SigmaApprover,IsFraud
667000164,18,13,2468,2,2725,2019-08-29 0:00:00,NULL,Kundebesøk hos Nerligruoppen,NOK,70186,1,1,R,3880,3880,776,776,1,3104,3104,0,0,2510,2767,7,23,NOK,2019-08-29 0:00:00,1407,STK,3880,3880,3880,3880,0,0,3880,3880,3880,3880,3880,Fly til kunde,3880,3880,3880,3880,776,0,0,0,3104,3104,0,0,0,0,3104,3104,3880,3880,3104,3104,776,776,2510,2767,1,0,1,1,7145,15,4912,1,INV,190014,2019-08-29 13:12:22,1,273,248,2468,R,1,G,776,776,1,NULL,NULL,7,NULL,0
667000164,19,13,3797,1,4052,2019-08-30 0:00:00,NULL,Travel Stavanger,NOK,70196,1,1,R,2700,2700,540,540,1,2160,2160,0,0,2921,3172,7,24,NOK,2019-08-30 0:00:00,1406,STK,1200,1200,1200,1200,0,0,1200,1200,1200,1200,1200,Hotel,1200,1200,1200,1200,240,0,0,0,960,960,0,0,0,0,960,960,1200,1200,960,960,240,240,2921,3172,1,0,1,1,14404,1097,4912,1,INV,190016,2019-08-30 8:54:32,1,66,319,3797,R,1,G,240,240,1,NULL,NULL,7,NULL,0
667000164,19,13,3797,7,4052,2019-08-30 0:00:00,NULL,Travel Stavanger,NOK,70196,1,1,R,2700,2700,540,540,1,2160,2160,0,0,2921,3172,7,25,NOK,2019-08-30 0:00:00,1407,STK,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,Oslo- Stavanger,1500,1500,1500,1500,300,0,0,0,1200,1200,0,0,0,0,1200,1200,1500,1500,1200,1200,300,300,2921,3172,1,0,1,1,7145,1097,4912,1,INV,190016,2019-08-30 8:54:33,1,66,319,3797,R,1,G,300,300,1,NULL,NULL,7,NULL,1
667000164,20,13,2468,2,2725,2019-08-30 0:00:00,NULL,Besøke bomstasjoner i Stavanger,NOK,70202,1,1,R,30000,30000,6000,6000,1,24000,24000,0,0,2902,3153,7,26,NOK,2019-08-30 0:00:00,1407,STK,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,Møte med politikere,30000,30000,30000,30000,6000,0,0,0,24000,24000,0,0,0,0,24000,24000,30000,30000,24000,24000,6000,6000,2902,3153,1,0,1,1,7145,15,4912,1,INV,190017,2019-08-30 11:52:56,1,368,320,2468,R,1,G,6000,6000,1,NULL,NULL,7,NULL,0
667000164,21,13,3797,7,4052,2019-09-02 0:00:00,2019-09-02 8:32:26,interimskonto test,NOK,70206,1,0,A,1500,1500,300,300,1,1200,1200,0,0,NULL,NULL,7,27,NOK,2019-09-02 0:00:00,1406,STK,1200,1200,1200,1200,0,0,1200,1500,1500,1200,1500,osl,1200,1200,1500,1500,300,0,0,0,1200,1200,0,0,0,0,1200,1200,1200,1200,0,0,0,0,NULL,NULL,0,0,1,0,14404,1,NULL,NULL,NULL,NULL,2019-09-02 8:28:36,1,0,NULL,3797,A,1,T,300,300,1,NULL,NULL,7,NULL,1
667000164,22,13,3797,7,4052,2019-09-05 0:00:00,NULL,Reise Trondheim,NOK,70215,1,1,R,2850,2850,570,570,1,2280,2280,0,0,2463,2721,7,28,NOK,2019-09-05 0:00:00,1407,STK,1600,1600,1600,1600,0,0,1600,1600,1600,1600,1600,Oslo-Trondheim,1600,1600,1600,1600,320,0,0,0,1280,1280,0,0,0,0,1280,1280,1600,1600,1280,1280,320,320,2463,2721,1,0,1,1,7145,1097,4912,1,INV,190018,2019-09-05 13:05:18,1,373,331,3797,R,1,G,320,320,1,NULL,NULL,7,NULL,1
667000164,22,13,3797,1,4052,2019-09-05 0:00:00,NULL,Reise Trondheim,NOK,70215,1,1,R,2850,2850,570,570,1,2280,2280,0,0,2463,2721,7,29,NOK,2019-09-05 0:00:00,1406,STK,1250,1250,1250,1250,0,0,1250,1250,1250,1250,1250,Hotel,1250,1250,1250,1250,250,0,0,0,1000,1000,0,0,0,0,1000,1000,1250,1250,1000,1000,250,250,2463,2721,0,0,1,1,14404,1034,NULL,NULL,INV,190018,2019-09-05 13:05:19,1,373,331,3797,R,1,G,250,250,1,NULL,NULL,7,NULL,0
667000164,23,13,3797,1,4052,2019-09-06 0:00:00,NULL,test valuta,NOK,80731,1,1,R,1012.16,1012.16,0,0,1,0,0,0,0,NULL,NULL,7,31,NOK,2019-09-06 0:00:00,1406,STK,1012.16,1012.16,1012.16,1012.16,0,0,1012.16,1012.16,1012.16,1012.16,1012.16,valuta euro,1012.16,1012.16,1012.16,1012.16,0,0,0,0,0,0,0,0,0,0,0,0,1012.16,1012.16,0,0,0,0,NULL,NULL,0,0,1,1,14404,1,NULL,NULL,INV,190031,2019-11-15 9:58:28,1,0,NULL,3797,R,12,G,0,0,1,NULL,NULL,7,NULL,0
667000164,24,13,3797,1,4052,2019-11-20 0:00:00,NULL,Travel to Helsinki,NOK,80746,1,1,R,1200,1200,240,240,1,960,960,0,0,2463,2721,7,32,NOK,2019-11-14 0:00:00,1407,STK,1200,1200,1200,1200,0,0,1200,1200,1200,1200,1200,Oslo-Helsinki,1200,1200,1200,1200,240,0,0,0,960,960,0,0,0,0,960,960,1200,1200,960,960,240,240,2463,2721,0,0,1,1,7145,6,NULL,NULL,INV,190032,2019-11-20 8:32:27,1,373,331,3797,R,1,G,240,240,1,NULL,NULL,7,NULL,0
667000164,25,13,3797,1,4052,2019-11-27 0:00:00,NULL,systemusertest,NOK,80834,1,1,R,100,100,20,20,1,80,80,0,0,2463,2721,7,33,NOK,2019-11-27 0:00:00,1406,STK,100,100,100,100,0,0,100,100,100,100,100,test,100,100,100,100,20,0,0,0,80,80,0,0,0,0,80,80,100,100,80,80,20,20,2463,2721,0,0,1,1,14404,14,NULL,NULL,INV,190034,2019-11-27 8:44:14,1,373,331,3797,R,1,G,20,20,1,NULL,NULL,7,NULL,0
667000164,26,13,4320,3,4562,2019-12-18 0:00:00,NULL,Local travel,NOK,80968,1,0,A,843.75,843.75,168.75,168.75,1,675,675,0,0,NULL,NULL,1,34,NOK,2019-12-18 0:00:00,842,STK,675,675,675,675,0,0,675,843.75,843.75,675,843.75,Taxi to Holemkollen,675,675,843.75,843.75,168.75,0,0,0,675,675,0,0,0,0,675,675,675,675,0,0,0,0,NULL,NULL,0,0,1,0,4957,1,NULL,NULL,NULL,NULL,2019-12-18 6:58:51,1,0,NULL,4320,A,1,T,168.75,168.75,1,NULL,NULL,NULL,NULL,0
667000164,27,13,4320,3,4562,2019-12-18 0:00:00,NULL,Test Claim,NOK,80969,1,0,A,625,625,125,125,1,500,500,0,0,NULL,NULL,1,35,NOK,2019-12-18 0:00:00,842,STK,500,500,500,500,0,0,500,625,625,500,625,Taxi to Holmen,500,500,625,625,125,0,0,0,500,500,0,0,0,0,500,500,500,500,0,0,0,0,2465,2720,0,0,1,0,4957,1,NULL,NULL,NULL,NULL,2019-12-18 7:04:43,1,401,1408,4320,A,1,T,125,125,1,NULL,NULL,NULL,NULL,0
667000164,28,13,3797,7,4052,2019-12-18 0:00:00,NULL,Dinner,NOK,80970,1,1,R,2000,2000,400,400,1,1600,1600,0,0,2463,2721,7,36,NOK,2019-12-18 0:00:00,1822,STK,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,dinner,2000,2000,2000,2000,400,0,0,0,1600,1600,0,0,0,0,1600,1600,2000,2000,1600,1600,400,400,2463,2721,0,0,1,1,14404,13,NULL,NULL,INV,190035,2019-12-18 7:33:18,1,373,330,3797,R,1,G,400,400,1,NULL,NULL,7,NULL,1
667000164,29,13,4320,3,4562,2019-12-18 0:00:00,NULL,Submitted Receipt(s),NOK,80977,1,0,A,625,625,125,125,1,500,500,0,0,2465,2720,1,37,NOK,2019-12-18 0:00:00,842,STK,500,500,500,500,0,0,500,625,625,500,625,Taxi til  Oslo Airport,500,500,625,625,125,0,0,0,500,500,0,0,0,0,500,500,500,500,0,0,0,0,2465,2720,0,0,1,0,4957,1,NULL,NULL,NULL,NULL,2019-12-18 9:18:44,1,401,1408,4320,A,1,T,125,125,0,NULL,NULL,NULL,NULL,0
667000164,30,13,3797,7,4052,2019-12-18 0:00:00,NULL,ewdfwedfw,NOK,80980,1,0,A,190,190,38,38,1,152,152,0,0,NULL,NULL,1,39,NOK,2019-12-18 0:00:00,1822,STK,152,152,152,152,0,0,152,190,190,152,190,reverv,152,152,190,190,38,0,0,0,152,152,0,0,0,0,152,152,152,152,0,0,0,0,2463,2721,0,0,1,0,14404,1,NULL,NULL,NULL,NULL,2019-12-18 9:19:29,1,373,331,3797,A,1,T,38,38,1,NULL,NULL,NULL,NULL,1
667000164,30,13,3797,7,4052,2019-12-18 0:00:00,NULL,ewdfwedfw,NOK,80980,1,0,A,190,190,38,38,1,152,152,0,0,NULL,NULL,1,40,NOK,2019-12-18 0:00:00,1406,STK,0,0,0,0,0,0,0,0,0,0,0,efewfew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,2721,0,0,1,0,14404,1,NULL,NULL,NULL,NULL,2019-12-18 9:19:48,1,373,331,3797,A,1,T,0,0,1,NULL,NULL,NULL,NULL,1
667000164,31,13,3797,1,4052,2019-12-18 0:00:00,NULL,test 181219,NOK,80981,1,1,R,1250,1250,250,250,1,1000,1000,0,0,2463,2721,7,41,NOK,2019-12-18 0:00:00,1406,STK,1250,1250,1250,1250,0,0,1250,1250,1250,1250,1250,hotel,1250,1250,1250,1250,250,0,0,0,1000,1000,0,0,0,0,1000,1000,1250,1250,1000,1000,250,250,2463,2721,0,0,1,1,14404,1097,NULL,NULL,INV,190036,2019-12-18 9:43:03,1,373,331,3797,R,1,G,250,250,1,NULL,NULL,7,NULL,0
667000164,32,21,3797,1,4052,2020-02-11 0:00:00,NULL,Branches and projects,NOK,91430,1,1,R,1200,1200,240,240,1,960,960,0,0,2465,2720,7,42,NOK,2020-02-11 0:00:00,1407,STK,1200,1200,1200,1200,0,0,1200,1200,1200,1200,1200,Oslo - Copenhagen,1200,1200,1200,1200,240,0,0,0,960,960,0,0,0,0,960,960,1200,1200,960,960,240,240,2465,2720,1,0,1,1,14404,1099,4912,1,INV,190043,2020-02-11 13:52:17,1,401,1408,3797,R,01R,G,240,240,1,NULL,NULL,7,NULL,0
667000164,33,21,3797,1,4052,2020-02-11 0:00:00,NULL,qedeqdq,NOK,91435,1,0,A,1562.5,1562.5,312.5,312.5,1,1250,1250,0,0,NULL,NULL,1,43,NOK,2020-02-11 0:00:00,1407,STK,1250,1250,1250,1250,0,0,1250,1562.5,1562.5,1250,1562.5,wfwefewf,1250,1250,1562.5,1562.5,312.5,0,0,0,1250,1250,0,0,0,0,1250,1250,1250,1250,0,0,0,0,NULL,NULL,0,0,1,0,7145,1,NULL,NULL,NULL,NULL,2020-02-11 13:58:32,1,0,NULL,3797,A,1,T,312.5,312.5,1,NULL,NULL,NULL,NULL,0
667000164,34,21,3797,1,4052,2020-02-11 0:00:00,NULL,Branches and projects,NOK,91436,1,1,R,1300,1300,260,260,1,1040,1040,0,0,2463,2721,7,44,NOK,2020-02-11 0:00:00,1407,STK,1300,1300,1300,1300,0,0,1300,1300,1300,1300,1300,Olso - helsinki,1300,1300,1300,1300,260,0,0,0,1040,1040,0,0,0,0,1040,1040,1300,1300,1040,1040,260,260,2463,2721,1,0,1,1,14404,15,4912,1,INV,190044,2020-02-11 14:04:43,1,373,330,3797,R,01R,G,260,260,1,NULL,NULL,7,NULL,0
667000164,35,21,3797,1,4052,2020-02-21 0:00:00,NULL,"New York, New York",NOK,91487,1,1,R,6000,6000,0,0,1,0,0,0,0,2463,2721,7,45,NOK,2020-02-21 0:00:00,1407,STK,6000,6000,6000,6000,0,0,6000,6000,6000,6000,6000,fun!,6000,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,2463,2721,1,0,1,1,7146,1024,4912,1,INV,190045,2020-02-21 12:32:32,1,373,331,3797,R,13,G,0,0,1,NULL,NULL,7,NULL,0
