CompanyID,RefNbr,EmployeeID,DepartmentID,LocationID,DocDate,DocDesc,CuryDocBal,DocBal,CuryTaxTotal,TaxTotal,ApprovalStatus,ClaimDetailID,CuryID,ExpenseDate,CuryUnitCost,CuryTranAmt,CuryTranAmtWithTaxes,TranDesc,ClaimCuryTranAmt,ClaimTranAmt,ClaimCuryVatTaxableTotal,ClaimVatTaxableTotal,CuryTaxableAmt,TaxableAmt,CuryTaxableAmtFromTax,TaxableAmtFromTax,CuryTaxAmt,TaxAmt,ExpenseAccountID,ExpenseSubID,SubmitedDate,EmployeeID,Status,TaxTotal,IsFraud
667000164,8,2468,6,2725,2019-08-26 0:00:00,Utlegg,994,994,0,0,7,11,NOK,2019-08-26 0:00:00,50,50,50,jioj,50,50,0,0,50,50,0,0,0,0,14404,7,2019-08-28 7:38:53,2468,R,0,1
667000164,8,2468,2,2725,2019-08-26 0:00:00,Utlegg,994,994,0,0,7,12,NOK,2019-08-26 0:00:00,944,944,944,Fredrikstad,944,944,0,0,944,944,0,0,0,0,14404,8,2019-08-28 7:38:54,2468,R,0,0
667000164,9,2468,2,2725,2019-08-28 0:00:00,TEST,100,100,0,0,7,13,NOK,2019-08-28 0:00:00,100,100,100,FSFDA,100,100,0,0,100,100,0,0,0,0,14404,15,2019-08-28 7:38:57,2468,R,0,0
667000164,10,2468,2,2725,2019-08-28 0:00:00,Reise til Mars,999,999,0,0,7,14,NOK,2019-08-28 0:00:00,999,999,999,tur på meg,999,999,0,0,999,999,0,0,0,0,14404,15,2019-08-28 7:42:28,2468,R,0,0
667000164,11,2468,2,2725,2019-08-28 0:00:00,Reise til Bergen,1000,1000,0,0,7,15,NOK,2019-08-28 0:00:00,1000,1000,1000,fin tur,1000,1000,0,0,1000,1000,0,0,0,0,4957,15,2019-08-28 7:53:12,2468,R,0,0
667000164,12,2468,2,2725,2019-08-28 0:00:00,Mat,100,100,20,20,7,16,NOK,2019-08-28 0:00:00,100,100,100,Ff,100,100,80,80,100,100,80,80,20,20,14404,15,2019-08-28 8:41:37,2468,R,20,0
667000164,13,2468,2,2725,2019-08-28 0:00:00,Mat møte,2000,2000,400,400,7,17,NOK,2019-08-28 0:00:00,2000,2000,2000,sd,2000,2000,1600,1600,2000,2000,1600,1600,400,400,14404,15,2019-08-28 15:14:31,2468,R,400,0
667000164,14,2468,2,2725,2019-08-28 0:00:00,Seminar Son,2000,2000,400,400,7,18,NOK,2019-08-28 0:00:00,2000,2000,2000,fddf,2000,2000,1600,1600,2000,2000,1600,1600,400,400,14404,15,2019-08-28 15:14:37,2468,R,400,0
667000164,15,2468,2,2725,2019-08-28 0:00:00,Tur til Tromsø,2999,2999,599.8,599.8,7,19,NOK,2019-08-28 0:00:00,2999,2999,2999,Kundemøte,2999,2999,2399.2,2399.2,2999,2999,2399.2,2399.2,599.8,599.8,14404,15,2019-08-28 15:29:16,2468,R,599.8,0
667000164,16,2468,2,2725,2019-08-28 0:00:00,Kundebesøk Reon AS,2433,2433,486.6,486.6,7,20,NOK,2019-08-28 0:00:00,2433,2433,2433,Kundebesøk,2433,2433,1946.4,1946.4,2433,2433,1946.4,1946.4,486.6,486.6,7145,6,2019-08-28 15:48:51,2468,R,486.6,0
667000164,17,3797,1,4052,2019-08-29 0:00:00,Mo i rana,2700,2700,540,540,7,21,NOK,2019-08-29 0:00:00,1200,1200,1200,Mo i rana,1200,1200,960,960,1200,1200,960,960,240,240,14404,1024,2019-08-29 12:57:25,3797,R,240,0
667000164,17,3797,1,4052,2019-08-29 0:00:00,Mo i rana,2700,2700,540,540,7,22,NOK,2019-08-29 0:00:00,1500,1500,1500,oslo - Mo i rana,1500,1500,1200,1200,1500,1500,1200,1200,300,300,7145,1024,2019-08-29 12:57:26,3797,R,300,0
667000164,18,2468,2,2725,2019-08-29 0:00:00,Kundebesøk hos Nerligruoppen,3880,3880,776,776,7,23,NOK,2019-08-29 0:00:00,3880,3880,3880,Fly til kunde,3880,3880,3104,3104,3880,3880,3104,3104,776,776,7145,15,2019-08-29 13:12:22,2468,R,776,0
667000164,19,3797,1,4052,2019-08-30 0:00:00,Travel Stavanger,2700,2700,540,540,7,24,NOK,2019-08-30 0:00:00,1200,1200,1200,Hotel,1200,1200,960,960,1200,1200,960,960,240,240,14404,1097,2019-08-30 8:54:32,3797,R,240,0
667000164,19,3797,7,4052,2019-08-30 0:00:00,Travel Stavanger,2700,2700,540,540,7,25,NOK,2019-08-30 0:00:00,1500,1500,1500,Oslo- Stavanger,1500,1500,1200,1200,1500,1500,1200,1200,300,300,7145,1097,2019-08-30 8:54:33,3797,R,300,1
667000164,20,2468,2,2725,2019-08-30 0:00:00,Besøke bomstasjoner i Stavanger,30000,30000,6000,6000,7,26,NOK,2019-08-30 0:00:00,30000,30000,30000,Møte med politikere,30000,30000,24000,24000,30000,30000,24000,24000,6000,6000,7145,15,2019-08-30 11:52:56,2468,R,6000,0
667000164,21,3797,7,4052,2019-09-02 0:00:00,interimskonto test,1500,1500,300,300,7,27,NOK,2019-09-02 0:00:00,1200,1200,1500,osl,1200,1200,1200,1200,1200,1200,0,0,0,0,14404,1,2019-09-02 8:28:36,3797,A,300,1
667000164,22,3797,7,4052,2019-09-05 0:00:00,Reise Trondheim,2850,2850,570,570,7,28,NOK,2019-09-05 0:00:00,1600,1600,1600,Oslo-Trondheim,1600,1600,1280,1280,1600,1600,1280,1280,320,320,7145,1097,2019-09-05 13:05:18,3797,R,320,1
667000164,22,3797,1,4052,2019-09-05 0:00:00,Reise Trondheim,2850,2850,570,570,7,29,NOK,2019-09-05 0:00:00,1250,1250,1250,Hotel,1250,1250,1000,1000,1250,1250,1000,1000,250,250,14404,1034,2019-09-05 13:05:19,3797,R,250,0
667000164,23,3797,1,4052,2019-09-06 0:00:00,test valuta,1012.16,1012.16,0,0,7,31,NOK,2019-09-06 0:00:00,1012.16,1012.16,1012.16,valuta euro,1012.16,1012.16,0,0,1012.16,1012.16,0,0,0,0,14404,1,2019-11-15 9:58:28,3797,R,0,0
667000164,24,3797,1,4052,2019-11-20 0:00:00,Travel to Helsinki,1200,1200,240,240,7,32,NOK,2019-11-14 0:00:00,1200,1200,1200,Oslo-Helsinki,1200,1200,960,960,1200,1200,960,960,240,240,7145,6,2019-11-20 8:32:27,3797,R,240,0
667000164,25,3797,1,4052,2019-11-27 0:00:00,systemusertest,100,100,20,20,7,33,NOK,2019-11-27 0:00:00,100,100,100,test,100,100,80,80,100,100,80,80,20,20,14404,14,2019-11-27 8:44:14,3797,R,20,0
667000164,26,4320,3,4562,2019-12-18 0:00:00,Local travel,843.75,843.75,168.75,168.75,1,34,NOK,2019-12-18 0:00:00,675,675,843.75,Taxi to Holemkollen,675,675,675,675,675,675,0,0,0,0,4957,1,2019-12-18 6:58:51,4320,A,168.75,0
667000164,27,4320,3,4562,2019-12-18 0:00:00,Test Claim,625,625,125,125,1,35,NOK,2019-12-18 0:00:00,500,500,625,Taxi to Holmen,500,500,500,500,500,500,0,0,0,0,4957,1,2019-12-18 7:04:43,4320,A,125,0
667000164,28,3797,7,4052,2019-12-18 0:00:00,Dinner,2000,2000,400,400,7,36,NOK,2019-12-18 0:00:00,2000,2000,2000,dinner,2000,2000,1600,1600,2000,2000,1600,1600,400,400,14404,13,2019-12-18 7:33:18,3797,R,400,1
667000164,29,4320,3,4562,2019-12-18 0:00:00,Submitted Receipt(s),625,625,125,125,1,37,NOK,2019-12-18 0:00:00,500,500,625,Taxi til  Oslo Airport,500,500,500,500,500,500,0,0,0,0,4957,1,2019-12-18 9:18:44,4320,A,125,0
667000164,30,3797,7,4052,2019-12-18 0:00:00,ewdfwedfw,190,190,38,38,1,39,NOK,2019-12-18 0:00:00,152,152,190,reverv,152,152,152,152,152,152,0,0,0,0,14404,1,2019-12-18 9:19:29,3797,A,38,1
667000164,30,3797,7,4052,2019-12-18 0:00:00,ewdfwedfw,190,190,38,38,1,40,NOK,2019-12-18 0:00:00,0,0,0,efewfew,0,0,0,0,0,0,0,0,0,0,14404,1,2019-12-18 9:19:48,3797,A,0,1
667000164,31,3797,1,4052,2019-12-18 0:00:00,test 181219,1250,1250,250,250,7,41,NOK,2019-12-18 0:00:00,1250,1250,1250,hotel,1250,1250,1000,1000,1250,1250,1000,1000,250,250,14404,1097,2019-12-18 9:43:03,3797,R,250,0
667000164,32,3797,1,4052,2020-02-11 0:00:00,Branches and projects,1200,1200,240,240,7,42,NOK,2020-02-11 0:00:00,1200,1200,1200,Oslo - Copenhagen,1200,1200,960,960,1200,1200,960,960,240,240,14404,1099,2020-02-11 13:52:17,3797,R,240,0
667000164,33,3797,1,4052,2020-02-11 0:00:00,qedeqdq,1562.5,1562.5,312.5,312.5,1,43,NOK,2020-02-11 0:00:00,1250,1250,1562.5,wfwefewf,1250,1250,1250,1250,1250,1250,0,0,0,0,7145,1,2020-02-11 13:58:32,3797,A,312.5,0
667000164,34,3797,1,4052,2020-02-11 0:00:00,Branches and projects,1300,1300,260,260,7,44,NOK,2020-02-11 0:00:00,1300,1300,1300,Olso - helsinki,1300,1300,1040,1040,1300,1300,1040,1040,260,260,14404,15,2020-02-11 14:04:43,3797,R,260,0
667000164,35,3797,1,4052,2020-02-21 0:00:00,"New York, New York",6000,6000,0,0,7,45,NOK,2020-02-21 0:00:00,6000,6000,6000,fun!,6000,6000,0,0,6000,6000,0,0,0,0,7146,1024,2020-02-21 12:32:32,3797,R,0,0
667000164,36,4320,3,4562,2020-02-26 0:00:00,asdf asdf,0,0,0,0,1,46,NOK,2020-02-26 0:00:00,0,0,0,asdf asdf,0,0,0,0,0,0,0,0,0,0,14404,1,2020-02-26 9:41:22,4320,A,0,0
667000164,36,4320,3,4562,2020-02-26 0:00:00,asdf asdf,0,0,0,0,1,47,NOK,2020-02-26 0:00:00,0,0,0,asdfa sdf asd,0,0,0,0,0,0,0,0,0,0,7145,1,2020-02-26 9:41:22,4320,A,0,0
667000164,36,4320,3,4562,2020-02-26 0:00:00,asdf asdf,0,0,0,0,1,48,NOK,2020-02-26 0:00:00,0,0,0,asdf asdfasdf,0,0,0,0,0,0,0,0,0,0,4957,1,2020-02-26 9:41:22,4320,A,0,0
667000164,38,3797,1,4052,2020-01-15 0:00:00,Dinner with partners NO,1200,1200,240,240,7,49,NOK,2020-01-15 0:00:00,1200,1200,1200,dinner with partners,1200,1200,960,960,1200,1200,960,960,240,240,14404,1,2020-03-16 7:19:13,3797,R,240,0
667000164,39,3797,1,4052,2019-12-18 0:00:00,Travle to Helsinki,2000,2000,400,400,7,50,NOK,2019-12-18 0:00:00,2000,2000,2000,Oslo-Helsinki,2000,2000,1600,1600,2000,2000,1600,1600,400,400,7145,1111,2020-03-16 13:46:34,3797,R,400,0
667000164,40,3797,2,4052,2019-12-18 0:00:00,Test 191219 3,500,500,100,100,7,51,NOK,2019-12-18 0:00:00,500,500,500,taxi,500,500,400,400,500,500,400,400,100,100,4957,1112,2020-03-17 10:44:49,3797,R,100,1
667000164,41,3797,1,4052,2020-03-20 0:00:00,sfsafsf,598.75,598.75,119.75,119.75,7,52,NOK,2020-03-18 0:00:00,479,479,598.75,fwfqw,479,479,479,479,479,479,0,0,0,0,4951,1,2020-03-20 8:41:44,3797,R,119.75,0
667000164,42,4320,3,4562,2020-03-25 0:00:00,Test 8.20,125,125,25,25,1,53,NOK,2020-03-25 0:00:00,100,100,125,Dinner,100,100,100,100,100,100,0,0,0,0,14404,1,2020-03-24 23:56:22,4320,A,25,0
667000164,43,3797,1,4052,2020-03-25 0:00:00,Lisboa conference,6779.94,6779.94,500,500,7,54,NOK,2020-03-25 0:00:00,2500,2500,2500,Lisboa conference,2500,2500,2000,2000,2500,2500,2000,2000,500,500,7145,1028,2020-03-25 6:59:10,3797,R,500,0
667000164,43,3797,1,4052,2020-03-25 0:00:00,Lisboa conference,6779.94,6779.94,500,500,7,55,NOK,2020-03-25 0:00:00,4279.94,4279.94,4279.94,Hotel,4279.94,4279.94,0,0,4279.94,4279.94,0,0,0,0,14404,1028,2020-03-25 6:59:11,3797,R,0,0
667000164,44,3797,1,4052,2020-01-15 0:00:00,Dinner with partners SE,1350,1350,0,0,7,56,NOK,2020-01-15 0:00:00,1350,1350,1350,dinner with Swedish partners,1350,1350,0,0,1350,1350,0,0,0,0,14404,2,2020-03-25 9:33:53,3797,R,0,0
667000164,45,3797,1,4052,2020-04-03 0:00:00,unlinked expense item abroad,60,60,0,0,7,57,NOK,2020-04-03 0:00:00,60,60,60,parking,60,60,0,0,60,60,0,0,0,0,14404,1111,2020-04-03 6:38:39,3797,R,0,0
667000164,46,34072,1,34062,2020-05-27 0:00:00,travel,693.75,693.75,138.75,138.75,1,3047,NOK,2020-05-27 0:00:00,555,555,693.75,tickets,555,555,555,555,555,555,0,0,0,0,7145,1,2020-05-27 4:44:46,34072,A,138.75,0
667000164,47,3797,1,4052,2020-04-03 0:00:00,Unlinked expense item,50,50,10,10,7,3048,NOK,2020-04-03 0:00:00,50,50,50,road toll,50,50,40,40,50,50,40,40,10,10,14404,1024,2020-05-27 4:47:43,3797,R,10,0
667000164,48,4691,1,4933,2020-05-27 0:00:00,trip to Madrid,10000,10000,2000,2000,7,3049,NOK,2020-05-27 0:00:00,10000,10000,10000,ae,10000,10000,8000,8000,10000,10000,8000,8000,2000,2000,14402,1,2020-05-27 5:16:41,4691,R,2000,0
667000164,50,3797,1,4052,2020-08-24 0:00:00,Test Subaccount,1200,1200,240,240,7,3060,NOK,2020-08-24 0:00:00,1200,1200,1200,OSL-STKL,1200,1200,960,960,1200,1200,960,960,240,240,7145,1,2020-08-24 7:05:13,3797,R,240,0
667000164,51,4691,1,4933,2020-10-15 0:00:00,15102020A,1064,1064,212.8,212.8,7,3063,NOK,2020-10-15 0:00:00,522,522,522,jkiu,522,522,417.6,417.6,522,522,417.6,417.6,104.4,104.4,14402,1,2020-11-02 13:35:24,4691,R,104.4,0
667000164,51,4691,1,4933,2020-10-15 0:00:00,15102020A,1064,1064,212.8,212.8,7,3064,NOK,2020-10-15 0:00:00,542,542,542,ad,542,542,433.6,433.6,542,542,433.6,433.6,108.4,108.4,14402,1,2020-11-02 13:35:25,4691,R,108.4,0
667000164,54,3797,1,4052,2021-04-14 0:00:00,Toll3,1200,1200,240,240,7,3065,NOK,2021-04-14 0:00:00,1200,1200,1200,hotel,1200,1200,960,960,1200,1200,960,960,240,240,4957,28966,2021-04-14 10:59:19,3797,R,240,0
667000164,55,3797,1,4052,2021-04-14 0:00:00,toll4,1300,1300,0,0,7,3066,NOK,2021-04-14 0:00:00,1300,1300,1300,hotel,1300,1300,0,0,1300,1300,1300,1300,0,0,4957,6,2021-04-14 11:01:47,3797,R,0,0
667000164,56,4691,1,4933,2021-05-13 0:00:00,13052021B,2000,2000,400,400,7,3067,NOK,2021-05-13 0:00:00,2000,2000,2000,meal,2000,2000,1600,1600,2000,2000,1600,1600,400,400,14404,1,2021-05-13 6:34:11,4691,R,400,0
667000164,58,3797,1,4052,2021-09-09 0:00:00,efdfdwqef,2250,2250,150,150,7,3069,NOK,2021-09-09 0:00:00,600,600,750,dinner,600,600,600,600,600,600,0,0,0,0,14404,1,2021-09-09 12:34:44,3797,R,150,0
667000164,58,3797,2,4052,2021-09-09 0:00:00,efdfdwqef,2250,2250,150,150,7,3070,NOK,2021-09-09 0:00:00,1500,1500,1500,hotel,1500,1500,0,0,1500,1500,0,0,0,0,4957,1,2021-09-09 12:35:12,3797,R,0,1
667000164,59,3797,1,4052,2021-04-16 0:00:00,Toll 5,10,10,0,0,7,3071,NOK,2021-04-16 0:00:00,10,10,10,toll5,10,10,0,0,10,10,10,10,0,0,14404,8,2021-09-09 12:40:14,3797,R,0,0
667000164,60,3797,1,4052,2021-10-15 0:00:00,Submitted Receipt(s),125,125,25,25,7,3072,NOK,2021-10-15 0:00:00,100,100,125,test reversed charge,100,100,100,100,100,100,0,0,0,0,4957,1,2021-10-15 11:58:14,3797,R,25,0
667000164,61,3797,1,4052,2021-10-15 0:00:00,foreign claim,150,150,0,0,7,3075,NOK,2021-10-15 0:00:00,150,150,150,test omvendt avgiftplikt,150,150,0,0,150,150,0,0,0,0,14402,7,2021-10-26 9:10:50,3797,R,0,0
667000164,62,79341,1,202976,2021-11-25 0:00:00,travel,50,50,0,0,7,3077,NOK,2021-11-25 0:00:00,50,50,50,travel,50,50,0,0,50,50,0,0,0,0,14404,1,2021-11-25 18:48:42,79341,R,0,0
667000164,63,4691,1,4933,2022-08-29 0:00:00,29082022A,500,500,0,0,7,3079,NOK,2022-08-29 0:00:00,100,100,100,ff,100,100,0,0,100,100,0,0,0,0,14402,1,2022-08-29 13:51:19,4691,A,0,0
667000164,63,4691,1,4933,2022-08-29 0:00:00,29082022A,500,500,0,0,7,3080,NOK,2022-08-29 0:00:00,400,400,400,hh,400,400,0,0,400,400,0,0,0,0,14404,1,2022-08-29 13:51:57,4691,A,0,0
667000164,64,4691,1,4933,2022-09-01 0:00:00,e1,100,100,0,0,7,3081,NOK,2022-09-01 0:00:00,100,100,100,e1,100,100,0,0,100,100,0,0,0,0,14402,1,2022-09-01 8:11:29,4691,R,0,0
667000164,65,4691,1,4933,2022-09-01 0:00:00,e2,100,100,0,0,7,3082,NOK,2022-09-01 0:00:00,100,100,100,e2,100,100,0,0,100,100,0,0,0,0,14402,1,2022-09-01 8:12:05,4691,R,0,0
667000164,66,4691,1,4933,2022-09-01 0:00:00,e3,150,150,0,0,7,3083,NOK,2022-09-01 0:00:00,150,150,150,e3,150,150,0,0,150,150,0,0,0,0,14402,1,2022-09-01 8:12:30,4691,R,0,1
667000164,67,4691,1,4933,2022-09-01 0:00:00,e4,100,100,0,0,7,3084,NOK,2022-09-01 0:00:00,100,100,100,e4,100,100,0,0,100,100,0,0,0,0,14402,1,2022-09-01 8:12:48,4691,R,0,0
667000164,68,4691,1,4933,2022-09-01 0:00:00,e5,100,100,0,0,7,3085,NOK,2022-09-01 0:00:00,100,100,100,e5,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 8:13:09,4691,R,0,0
667000164,69,4691,1,4933,2022-09-01 0:00:00,e6,100,100,0,0,7,3086,NOK,2022-09-01 0:00:00,100,100,100,e6,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 8:13:34,4691,R,0,0
667000164,70,4691,1,4933,2022-09-01 0:00:00,e7,200,200,0,0,7,3087,NOK,2022-09-01 0:00:00,200,200,200,e7,200,200,0,0,200,200,0,0,0,0,14404,1,2022-09-01 8:13:49,4691,R,0,0
667000164,71,4691,1,4933,2022-09-01 0:00:00,e8,0,0,0,0,7,3088,NOK,2022-09-01 0:00:00,0,0,0,e8,0,0,0,0,0,0,0,0,0,0,14404,1,2022-09-01 8:14:07,4691,R,0,0
667000164,72,4691,1,4933,2022-09-01 0:00:00,e9,45,45,0,0,7,3089,NOK,2022-09-01 0:00:00,45,45,45,e9,45,45,0,0,45,45,0,0,0,0,14404,1,2022-09-01 8:14:23,4691,R,0,0
667000164,73,4691,1,4933,2022-09-01 0:00:00,e10,100,100,0,0,7,3090,NOK,2022-09-01 0:00:00,100,100,100,e10,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 8:15:03,4691,R,0,0
667000164,74,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3091,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:25:05,4691,R,0,0
667000164,75,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3092,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:32:31,4691,R,0,0
667000164,76,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3093,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:33:42,4691,R,0,0
667000164,77,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3094,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:33:47,4691,R,0,0
667000164,78,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3095,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:33:53,4691,R,0,0
667000164,79,4691,7,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3096,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:00,4691,R,0,1
667000164,80,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3097,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:05,4691,R,0,0
667000164,81,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3098,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:10,4691,R,0,0
667000164,82,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3099,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:14,4691,R,0,0
667000164,83,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3100,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:19,4691,R,0,0
667000164,84,4691,1,4933,2022-09-01 0:00:00,e11,175,175,0,0,7,3101,NOK,2022-09-01 0:00:00,175,175,175,e11,175,175,0,0,175,175,0,0,0,0,14404,1,2022-09-01 10:34:24,4691,R,0,1
667000164,85,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3102,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:30,4691,R,0,0
667000164,86,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3103,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:36,4691,R,0,0
667000164,87,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3104,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:42,4691,R,0,0
667000164,88,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3105,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:47,4691,R,0,0
667000164,89,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3106,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:52,4691,R,0,0
667000164,90,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3107,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:34:58,4691,R,0,0
667000164,91,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3108,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:35:07,4691,R,0,0
667000164,92,4691,7,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3109,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:35:12,4691,R,0,1
667000164,93,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3110,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:35:18,4691,R,0,0
667000164,94,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3111,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:35:24,4691,R,0,0
667000164,95,4691,1,4933,2022-09-01 0:00:00,e11,100,100,0,0,7,3112,NOK,2022-09-01 0:00:00,100,100,100,e11,100,100,0,0,100,100,0,0,0,0,14404,1,2022-09-01 10:35:32,4691,R,0,0
